"title","description","date","link","category","content"
"Infantino hails ‘golden era’ for club football before CWC final","On the eve of the FIFA Club World Cup final, the governing body’s president hails a ‘golden era’ for the club game.","Published On 12 Jul 202512 Jul 2025","https://www.aljazeera.com/sports/2025/7/12/fifa-club-world-cup-infantino-hails-dawn-of-golden-era","sports/","FIFA President Gianni Infantino triumphantly declared the Club World Cup to be “the most successful club competition in the world” on Saturday before this weekend’s final between Paris Saint-Germain and Chelsea. The first 32-team edition of the tournament faced criticism in the build-up for stretching demands on elite players and has been played out in baking temperatures in the United States that have raised concerns for the health of those involved. There were also doubts about the level of interest the competition would generate among fans, but Infantino said he was satisfied with the attendance at matches, despite many games being far from sold out, and claimed it had been a major success financially. “The golden age of club football has started. We can definitely say this FIFA Club World Cup has been a huge success,” Infantino told reporters at Trump Tower on New York City’s Fifth Avenue, where FIFA has just opened an office. “We heard that financially it would not work, that nobody is interested, but I can say we generated almost $2.1bn in revenues, for 63 matches,” he said. “That makes an average of $33m per match – no other club competition in the world comes close. “It is already the most successful club competition in the world.” Former Liverpool coach Jurgen Klopp has been one of the leading voices against the tournament, calling it “the worst idea ever implemented in football” in a recent interview. But the head of world football’s governing body dismissed suggestions that Klopp might be speaking for most observers in Europe. “We shouldn’t say that the opinion of Europe on this is very bad because it is not true,” said Infantino, who was appearing on a stage alongside numerous footballing greats, including the Brazilian Ronaldo. “All the teams who have come here have been happy – some teams who didn’t come here because they didn’t qualify were calling us to see how they could qualify. “Of course, I would have liked to have Liverpool here, Arsenal, Manchester United, Barcelona, Tottenham, AC Milan, Napoli … but you have to qualify and there are different criteria.” The next Club World Cup is due to take place in 2029, with Infantino refusing to commit when asked whether the tournament could be played every two years or be expanded to feature more teams. “We created something new, something which is here to stay, something which is changing the landscape of club football,” he added."
"India level up with England as tempers nearly boil over at Lord’s","India post 387 to match England’s first innings in the third Test but tempers flare before stumps on third day.","Published On 12 Jul 202512 Jul 2025","https://www.aljazeera.com/sports/2025/7/12/india-level-up-with-england-as-tempers-nearly-boil-over-at-lords","sports/","KL Rahul scored a century while Ravindra Jadeja and Rishabh Pant pitched in with crucial fifties as India posted 387, equalling England’s first innings, on a heated third day on and off the field at Lord’s An injury to Shoaib Bashir blunted England’s pace-spin attack strategy when India looked vulnerable with five wickets down after losing Pant and Rahul in quick succession, before Jadeja steadied their innings with his third fifty-plus knock in a row.     England openers Zak Crawley and Ben Duckett, who played a single over from Jasprit Bumrah before stumps, remained unbeaten at 2-0 as the five-match series remains tied as both sides look to go 2-1 up with a win in the third Test. With two overs scheduled to be bowled before stumps, tempers started to flare when Crawley pulled out of his stance four times – and later in the over called for the physio in what would be the only over of England’s second innings. The tourists were irate with Mohammed Siraj displaying a thunderous look, before Bumrah slow handclapped and India skipper Shubman Gill confronted Crawley, pointing a finger in the opener’s face. India started well from an overnight score of 145-3 as left-handed batter Pant, who scored twin centuries in the first test, battled through an injured finger on his left hand as he hooked England captain Stokes for six to bring up his fifty. The 27-year-old survived when an awkward hook on a short ball from Stokes almost got him caught near the fine leg boundary, but a diving Crawley could only lob the ball back inside to prevent a six. But Pant was run out for 74 on the last ball before lunch as he tried to take a quick single after playing Bashir towards cover point, where Stokes made a quick turn to hit the stumps on the non-striker’s end with a swift, direct throw. Opener Rahul was the next to fall, edging Bashir’s flighted ball to Harry Brook in the slip on his very next ball after reaching 100, leaving India on shaky ground at 254-5 under a warm London sun. But Bashir had to leave the ground when he injured a finger on his non-bowling left hand while attempting a low catch from his own delivery as Jadeja shot down the wicket, with commentators saying the 21-year-old might need extra treatment in the evening. Jadeja and Nitish Kumar Reddy, new to the crease, looked unsteady as England’s bowlers piled on the pressure. Mix-ups between the batters put Reddy at risk of getting run out on two occasions, but Ollie Pope’s direct throws missed the target both times. However, as England returned to using two pacers soon after Bashir’s injury, the pair put together a 72-run partnership before Stokes claimed his second wicket of the match, getting Reddy to nick it to keeper Jamie Smith for 30. Jadeja drove Joe Root down long off for four to complete his half-century, while Washington Sundar took a slow, cautious approach on the other end. Their 50-run partnership for the eighth wicket got India within 11 runs of England’s total, before Chris Woakes dismissed Jadeja for 72 as the batter’s attempt to send the ball down fine leg only took a thin edge and landed in Smith’s gloves. Akash Deep, in at number nine, was given out leg before wicket twice by umpire Sharfuddoula Saikat during the same over, but Hawk-Eye showed the ball was missing the stumps when the batter reviewed them, overturning both decisions. But Deep fell soon after to Brydon Carse for seven, with Brook trapping him at third slip with a low dive. Sundar brought the scores level with a flick to the mid-wicket, before Woakes dismissed Jaspreet Bumrah for a duck in the very next ball to bag his third wicket. Jofra Archer got Sundar out for 23 to bring an end to India’s innings, leaving the match finely poised going into the final two days."
"Swiatek wins first Wimbledon title with 6-0, 6-0 demolition of Anisimova","Swiatek, a former world No.1, did not drop a game in the women’s singles final to claim her sixth Grand Slam title.","Published On 12 Jul 202512 Jul 2025","https://www.aljazeera.com/sports/2025/7/12/iga-swiatek-destroys-amanda-anisimova-to-win-first-wimbledon-tennis-title","sports/","Iga Swiatek demolished Amanda Anisimova 6-0, 6-0 in the most one-sided women’s Wimbledon final for 114 years to seal her sixth Grand Slam. The Polish eighth seed, who has now won all six major finals in which she has competed, was in charge from the first point and wrapped up victory in just 57 minutes on Saturday. It is the first time a woman has won a final at Wimbledon without dropping a game since 1911. And Swiatek, 24, is just the second player in the Open era to win a major title without losing a game in the final after Steffi Graf beat Natalia Zvereva at the 1988 French Open. Swiatek, who reached the final of the grass-court tournament at Bad Homburg two weeks ago, has looked increasingly strong while the top seeds tumbled at the All England Club. She lost just one set in her run to the final. But US 13th-seed Anisimova was expected to prove a stern test after ousting world number one Aryna Sabalenka in the semifinals. Anisimova made a nervous start in hot conditions on Centre Court. She was broken in the first game, soon slipping 2-0 behind, and the signs looked ominous. She appeared to have found her feet in her next service game, but the tenacious Swiatek refused to give ground and recovered to move 3-0 ahead when Anisimova double-faulted. At 4-0 down, Anisimova was facing a first-set wipe-out, but she was powerless to halt the rampant Swiatek, who sealed the first set 6-0 in just 25 minutes. The American won just six points on her serve in the first set and committed 14 unforced errors. An increasingly desperate Anisimova could not stem the tide in the second set, double-faulting again in the third game to give her opponent game point and then netting a backhand. The crowd got behind her, but to no avail as Swiatek kept up her level, serving out to win and celebrating before consoling her devastated opponent. The distraught Anisimova left the court briefly before returning for the trophy presentation. Swiatek is Wimbledon’s eighth consecutive first-time women’s champion since Serena Williams won her seventh and final title at the All England Club in 2016."
"Chelsea trounce PSG to lift FIFA Club World Cup","English Premier League side Chelsea beat European champions Paris Saint-Germain 3-0 in FIFA’s club showpiece final.","Published On 13 Jul 202513 Jul 2025","https://www.aljazeera.com/sports/2025/7/13/chelsea-trounce-psg-to-lift-fifa-club-world-cup","sports/","Cole Palmer scored twice and fed Joao Pedro for a goal as Chelsea overwhelmed Paris Saint-Germain in the first half and beat the European champions 3-0 in the final of the first expanded FIFA Club World Cup. Palmer had almost identical left-footed goals from just inside the penalty area in the 22nd and 30th minutes on Saturday, and then sent a through pass that enabled Pedro to chip goalkeeper Gianluigi Donnarumma in the 43rd for his third goal in two starts with the Blues. “It’s a great feeling. Even better, because everyone doubted us before the game. We knew we had to put up a fight against a great team,” player of the match Palmer said afterwards. A 23-year-old who joined Chelsea from Manchester City two years ago, Palmer scored 18 goals this season. PSG finished a man short after Joao Neves was given a red card in the 84th minute for pulling down Marc Cucurella by his hair. After a testy final few minutes, the teams needed to be separated as PSG coach Luis Enrique and Donnarumma pushed Pedro near the centre circle. A heavy favourite who had outscored opponents 16-1, PSG had been looking to complete a quadruple after winning Ligue 1, the Coupe de France and its first Champions League title. Before a tournament-high crowd of 81,188 at MetLife Stadium, which included United States President Donald Trump, Chelsea showed the energy of a fourth day of rest after its semifinal, one more than PSG. Chelsea had finished fourth in the Premier League and won the third-tier UEFA Conference League. The Blues took the world title for the second time after 2021, when it was a seven-team event. The Blues earned $128.4m to $153.8m in prize money, the amount depending on a participation fee FIFA has not disclosed. PSG had not lost by three goals since a 4-1 Champions League defeat at Newcastle in October 2023. Chelsea went ahead in the 22nd after goalkeeper Robert Sanchez kicked the ball downfield and Nuno Mendes mis-hit his header 15 yards past the midfield stripe towards his own goal. Malo Gusto’s shot was blocked by Lucas Beraldo, and rebounded to Palmer, who ended PSG’s streak of 436 minutes without conceding. Palmer doubled the lead in the 30th when he ran onto a long ball from Levi Colwill, and cut inside before shooting. Chelsea heads into the 2025-26 season, which starts in less than five weeks, believing it can challenge Liverpool, Manchester City and Arsenal for the Premier League title."
"Revenge is served as Sinner outclasses Alcaraz to win Wimbledon","Top seed Sinner defeats Alcaraz 4-6, 6-4, 6-4, 6-4 in the final to win his first Wimbledon and fourth Grand Slam title.","Published On 13 Jul 202513 Jul 2025","https://www.aljazeera.com/sports/2025/7/13/sinner-beats-alcaraz-to-win-wimbledon-2025-grand-slam-title","sports/","Wimbledon, United Kingdom – It has taken Jannik Sinner just five weeks to exact revenge against Carlos Alcaraz in their blockbuster tennis rivalry and win the men’s singles final at Wimbledon 2025. The top-seeded Italian overcame the emotional and physical toll of losing the French Open final to Alcaraz by defeating the Spaniard 4-6, 6-4, 6-4, 6-4 at the All England Lawn Tennis and Croquet Club in London on Sunday. Sinner turned the tables on the defending champion by overcoming a loss in the first set – and some early nerves – to win his fourth Grand Slam trophy and first on the famous Centre Court at SW19. Two-time champion Alcaraz began the final with a strong service game, pouncing on Sinner’s nervous start in his first appearance in a Wimbledon final. The 22-year-old went on to break the world number one’s serve and wrap up the first set in 45 minutes, deploying a serve-and-volley style strategy to win the crucial points. Sinner dug deep in the second set and was back to his ice-cool self as he applied the brakes on Alcaraz’s attempt for a three-peat of titles at Wimbledon. The quality of tennis went up a notch as the 23-year-old matched Alcaraz shot for shot and left the crowd gasping at every other point. Sinner didn’t waste much time in breaking back against the defending champion by deploying an excellent service game to keep Alcaraz at bay, altering his speed and delivery to ensure his opponent scurried for every point. He was soon on level terms. The third set was, by far, the highlight of the final as both players threw everything at each other with sensational court coverage, scintillating aces, sublime drop shots and even a “tweener”. It was end-to-end action up until the eighth game, when Alcaraz slipped up by the barest of margins but ended up having his serve broken. Sinner wasted no time to bring out his ruthless streak and finish off Alcaraz’s chances in the set. Leading the final two sets to one, Sinner stepped on the gas in the fourth and ensured there would be no late Alcaraz comeback as so memorably occurred in the French Open final on June 8. He broke Alcaraz in the third game, and the stoic Italian showed a glimpse of emotion as he looked towards his team in the stands. Crowd favourite Alcaraz had most of the capacity crowd on Centre Court behind him, including King Felipe of Spain, but it was not enough to help him stay in the final for one more set as Sinner sealed the trophy with a faultless service game. With joy and disbelief etched on his face, and with the match now over, Sinner raised both arms with a jolt before squatting down on the court to pat the grass with the other hand, all the while hiding the emotions on his face. Not only did he avenge his French Open final loss with a fourth major trophy, Sinner also moved to within one Grand Slam title of his great contemporary Alcaraz. The two-time Australian Open champion has become the first man from Italy to win the Wimbledon title, a feat he described as akin to “a dream of a dream”. “I had never thought of being in this position [to win Wimbledon] growing up so far away from here,” an unusually emotional Sinner said on court after the match. “I had a very tough loss in Paris, but I tried to understand what I did wrong and kept working [hard].” Sinner has now won Grand Slam titles on two of the three surfaces and said he was happy to have held his nerve while serving for the championship in the fourth set. Alcaraz, ever the gracious opponent in defeat as in victory, kept up his applause for Sinner even after returning to his chair after losing the match. But he said it was a difficult loss. “I love playing here and I’m going to be back for sure,” the Spaniard told his fans on Centre Court. Both players walked off to a loud round of applause after providing yet another enthralling glimpse into another “golden era” of tennis. Sinner and Alcaraz have won all seven Grand Slam finals since the beginning of 2024, and it will only be a matter of eight weeks until tennis fans can hope to see the next instalment of their flourishing rivalry at the last Grand Slam of the year, the US Open."
"Chelsea beat PSG 3-0 in FIFA Club World Cup final – updates","All our updates, including our live text commentary stream, as Chelsea beat PSG to lift the 2025 FIFA Club World Cup.","Published On 13 Jul 202513 Jul 2025","https://www.aljazeera.com/sports/liveblog/2025/7/13/live-psg-vs-chelsea-fifa-club-world-cup-final","sports/","This page is now closed, but a summary of the match is available below, and you can click here for our full match report. Thanks for joining us at Al Jazeera Sport."
"Marquez reigns supreme to win German MotoGP after only 10 riders finish","Marc Marquez stages a lights-to-flag victory to record his ninth German MotoGP victory as podium contenders crash out.","Published On 13 Jul 202513 Jul 2025","https://www.aljazeera.com/sports/2025/7/13/marc-marquez-wins-chaotic-german-motogp-at-sachsenring","sports/","Marc Marquez proved once again why he is known as the “King of Sachsenring” when the Ducati rider marked his 200th MotoGP start by winning the German Grand Prix in a race that became a test of survival after only 10 of 18 riders finished. Marquez’s ninth MotoGP victory at the Sachsenring stretched his championship lead over brother Alex, who finished second, to 83 points while Marc’s teammate Francesco Bagnaia finished third to sit 147 points behind.     Alex Marquez had started fifth on the grid and took second in his 100th MotoGP start despite still recovering from a fractured hand he suffered at the Dutch Grand Prix two weeks ago, which required surgery. Several riders crashed over the course of the race, especially at turn one – including VR46 Racing’s Fabio Di Giannantonio and Aprilia’s Marco Bezzecchi when they were in second place. But the day belonged to Marc Marquez as he marked his latest triumph at his favourite hunting ground by standing on his bike and doing a jig as he passed the chequered flag – a fourth straight weekend where he had won both the sprint and the race. “One more [win at the Sachsenring] was super special. From the beginning, I felt good, the confidence when I started the weekend was super high because we were coming from three victories in a row,” he said. “We are in an incredible moment. Now we can say that half the season is done. Now [the second] half we still need to be super concentrated.” Pedro Acosta became the third rider to crash early on after Lorenzo Savadori and Miguel Oliveira, with the young Spaniard gesturing at his fallen machine in frustration. Di Giannantonio had broken the lap record in Friday’s practice and given Marc Marquez a tough time early in the sprint race on Saturday. But the Italian was unable to push any harder to catch up to Marquez, who found a comfortable rhythm and pace to surge more than two seconds ahead despite easing off the throttle on two laps to conserve his tyres. As Marquez’s lead stretched to more than three seconds, Di Giannantonio’s challenge came to an end on the downhill braking zone on turn one when he lost control and crashed, with his bike tumbling across the gravel while he escaped unhurt. LCR Honda’s Johann Zarco, who started second on the grid before getting pushed down the order, crashed at the same turn seconds later. Bezzecchi had moved up to second, but the Aprilia rider also bit the dust on the very next lap at turn one, moving Alex Marquez up to second while Bagnaia suddenly found himself in the podium positions. The crashes did not end there as Trackhouse Racing’s Ai Ogura lost his balance on turn one and ended up taking out Honda’s Joan Mir in the process, leaving only 10 of the 18 starters. Yamaha’s Fabio Quartararo finished fourth ahead of Alex Marquez’s Gresini Racing teammate Fermin Aldeguer."
"Sinner becomes first Italian to win Wimbledon single’s title – updates","Updates following the Wimbledon 2025 men’s singles final between Carlos Alcaraz and Jannik Sinner.","Published On 13 Jul 202513 Jul 2025","https://www.aljazeera.com/sports/liveblog/2025/7/13/live-carlos-alcaraz-vs-jannik-sinner-wimbledon-final-2025","sports/","This page is now closed, but the match report from our reporter Hafsa Adil at Wimbledon is available at Al Jazeera Sport."
"Lionel Messi extends MLS goals streak as Miami ends Nashville’s run","The Argentinian superstar extends his multigoal record run with a brace against Nashville at Chase Stadium.","Published On 13 Jul 202513 Jul 2025","https://www.aljazeera.com/sports/2025/7/13/lionel-messi-scores-twice-as-inter-miami-beat-nashville-in-mls","sports/","Lionel Messi has extended his MLS-record scoring streak with two more goals, which made the difference in a 2-1 victory for hosts Inter Miami over Nashville SC in Fort Lauderdale, Florida. The 38-year-old’s brace on Saturday helped Inter Miami (11-3-5, 38 points) snap a club-record 15-game unbeaten streak across all competitions for Nashville (12-5-5, 41 points), which lost for the first time since April 19 at Seattle. Messi scored two or more goals for the fifth consecutive time in an MLS match, which is a league record. Inter Miami improved to 4-0-1 in its last five matches with Nashville while also winning their fifth consecutive MLS match overall. Miami has won three in a row since it was eliminated by Paris Saint-Germain in the round of 16 at the FIFA Club World Cup on June 29. Messi capitalised on a major mistake by Nashville goalkeeper Joe Willis to strike for what turned out to be the match-winning goal in the 62nd minute. Willis chested a ball and tried to clear it out of his zone but kicked it right in Messi’s direction. Messi intercepted it with his left foot, then worked the ball around Willis and fired it home to put Miami ahead for good. The goal came 13 minutes after Nashville’s Hany Mukhtar tied the game at 1-1 with a perfectly timed header off a pinpoint cross from distance by Andy Najar. It was Mukhtar’s 10th goal of the season. Patrick Yazbek also had an assist. Messi’s first goal came in the 17th minute on another spectacular free-kick score. Messi fired a ball precisely through a gap in the wall set up by Nashville’s defenders, and it found the mark just out of the reach of a diving Willis. Messi with his 16 goals this season is tied for the most in the league with Nashville’s Sam Surridge, who was kept off the scoresheet on Saturday. Messi has 23 goal contributions in MLS games this season and has 22 goals across all competitions. Each side returns to action on Wednesday as Inter Miami will play at Cincinnati and Nashville will host Columbus."
"‘Fire vs ice’: Is Alcaraz vs Sinner the next big tennis rivalry?","Ahead of their Wimbledon final, fans and legends predict the players to light up the tennis world in years to come.","Published On 12 Jul 202512 Jul 2025","https://www.aljazeera.com/sports/2025/7/12/alcaraz-vs-sinner-tennis-champions-set-to-resume-rivalry-at-wimbledon-2025","sports/","Wimbledon, United Kingdom – Expectations will run high, and so will the temperatures in southwest London, when Carlos Alcaraz steps on Centre Court to defend his Wimbledon title against Jannik Sinner on Sunday. The next instalment of an enthralling rivalry between the top two players in men’s tennis will come under the limelight once again at one of the biggest stages in the game – the All England Lawn Tennis and Croquet Club – on a hot afternoon in the United Kingdom’s capital. Two-time Wimbledon champion Alcaraz expects to be pushed to the limit by world number one Sinner in a meeting that has already drawn comparisons with the great Wimbledon finals of the modern era. “I expect to be on the limit, to be on the line [in the final],” Alcaraz said while speaking to the media moments after Sinner’s near-faultless semifinal 6-3, 6-3, 6-4 win over Novak Djokovic on Friday. A few hours earlier, the Spaniard had booked a spot in his third consecutive Wimbledon final with a resilient performance against Taylor Fritz, which brought him a 6-4, 5-7, 6-3, 7-6 (8-6) win. It will be the 13th on-court meeting between the two, and their second Grand Slam final in the space of five weeks. Their duel in the French Open final lasted five hours and 29 minutes and added fuel to the fiery-yet-friendly rivalry between the young tennis stars. 🚨 THE REMATCH IS HAPPENING 🚨@janniksin will face @carlosalcaraz in the Wimbledon final on Sunday!@Wimbledon | #Wimbledon pic.twitter.com/JedFZHXoZL — ATP Tour (@atptour) July 11, 2025  Alcaraz knows his opponent all too well and expects nothing short of another spectacle. “Whatever Jannik has is because he has learned from everything – he just gets better after every match, every day,” Alcaraz said of the top seed. The Spaniard said he expected Sinner to be in better shape mentally and physically for the Wimbledon final, but that he was not looking forward to another hours-long match. “I just hope not to be five and a half hours on court again. But if I have to, I will.” Meanwhile, Sinner – the tall, stoic and speedy Italian who stands between Alcaraz and a chance to become only the fifth man to win three straight Wimbledon titles – believes beating the holder will be “very tough”. “I’m very happy to share the court with Carlos once again. It’s going to be difficult, I know that,” Sinner said on Friday. The Australian Open champion said he loves playing Grand Slam finals – Sunday’s will be his fifth in two years. “I always try to put myself in these kinds of situations that I really love. Sundays at every tournament are very special.” The 23-year-old from northern Italy termed Alcaraz as the favourite, given his record at the tournament and on grass courts. “He is the favourite. He won here the last two times. He’s again in the final. It’s very tough to beat him on grass, but I like these challenges.” Out of the 12 occasions that both players have met, four have been at Grand Slams, but this is only their second meeting in the final. The pair’s only other meeting at Wimbledon came in the fourth round in 2022, when Sinner won 6-1, 6-4, 6-7 (6-8), 6-3. Alcaraz, however, brushed aside the reference by saying that both men are changed players from what they were three years ago. “We’re completely different players on grass and on all surfaces.” The 22-year-old from Murcia, in southeastern Spain, will be buoyed by his 5-0 record against Sinner in the past two years. Despite Alcaraz’s success against his nemesis, it is Sinner who has consistently topped the men’s rankings by racking up regular wins and points on the ATP circuit. All things considered, there is not much that separates the two ahead of their highly anticipated match. Just ask Djokovic. While the 24-time Grand Slam champion picked Alcaraz due to his past success at Wimbledon, Djokovic predicted “a very close match-up, like they had in Paris” when asked to choose a winner. “I think I will give a slight edge to Carlos because of the two titles he’s won here and the way he’s playing and the confidence he has right now, but it’s just a slight advantage, because Jannik is hitting the ball extremely well.” It is not just their contrasting styles of play – Sinner relies on his baseline game and shot speed, while Alcaraz likes to cover the court with his nimble footwork and excellent coverage – but also their on-court personalities that set the two apart while making them an engaging pair to watch. Before the French Open final, Alcaraz said in an interview that a “fire vs ice” analogy fits them perfectly. “I guess you can say I am like fire because of the way I react on court and show emotions, while Jannik remains calm,” the Spaniard said with his trademark smile. For the fans, though, the pair offer another chance to pick sides and look forward to tennis tournaments that could pit the two against each other. “It’s a dream final,” Catherine Shaw, a tennis fan who watched both the men’s semifinals on Centre Court, told Al Jazeera. “They are the next big thing when it comes to tennis rivalries, so it’s exciting times for tennis fans.” Stepping out in the shadows of some of the greatest players and rivals – Stefan Edberg vs Ivan Lendl, Bjorn Borg vs John McEnroe, Andre Agassi vs Pete Sampras and Rafael Nadal vs Roger Federer – the young players will have big shoes to fill. Both are aware of the weight their match-up carries but refuse to be compared with their heroes just yet. “I think the things that we are doing right now are great for tennis,” Alcaraz said ahead of the final. “We just fight to engage more people to watch tennis. We’re fighting for tennis to be bigger, as all the tennis players are doing. “For me, it’s sharing the big tournaments with Jannik, or just playing in the finals of the tournaments… We’re still really young. “I hope to keep doing the right things for the next five to 10 years, so our rivalry is on the same table as those players.”"
"Infantino hails ‘golden era’ for club football before CWC final","On the eve of the FIFA Club World Cup final, the governing body’s president hails a ‘golden era’ for the club game.","Published On 12 Jul 202512 Jul 2025","https://www.aljazeera.com/sports/2025/7/12/fifa-club-world-cup-infantino-hails-dawn-of-golden-era","sports/","FIFA President Gianni Infantino triumphantly declared the Club World Cup to be “the most successful club competition in the world” on Saturday before this weekend’s final between Paris Saint-Germain and Chelsea. The first 32-team edition of the tournament faced criticism in the build-up for stretching demands on elite players and has been played out in baking temperatures in the United States that have raised concerns for the health of those involved. There were also doubts about the level of interest the competition would generate among fans, but Infantino said he was satisfied with the attendance at matches, despite many games being far from sold out, and claimed it had been a major success financially. “The golden age of club football has started. We can definitely say this FIFA Club World Cup has been a huge success,” Infantino told reporters at Trump Tower on New York City’s Fifth Avenue, where FIFA has just opened an office. “We heard that financially it would not work, that nobody is interested, but I can say we generated almost $2.1bn in revenues, for 63 matches,” he said. “That makes an average of $33m per match – no other club competition in the world comes close. “It is already the most successful club competition in the world.” Former Liverpool coach Jurgen Klopp has been one of the leading voices against the tournament, calling it “the worst idea ever implemented in football” in a recent interview. But the head of world football’s governing body dismissed suggestions that Klopp might be speaking for most observers in Europe. “We shouldn’t say that the opinion of Europe on this is very bad because it is not true,” said Infantino, who was appearing on a stage alongside numerous footballing greats, including the Brazilian Ronaldo. “All the teams who have come here have been happy – some teams who didn’t come here because they didn’t qualify were calling us to see how they could qualify. “Of course, I would have liked to have Liverpool here, Arsenal, Manchester United, Barcelona, Tottenham, AC Milan, Napoli … but you have to qualify and there are different criteria.” The next Club World Cup is due to take place in 2029, with Infantino refusing to commit when asked whether the tournament could be played every two years or be expanded to feature more teams. “We created something new, something which is here to stay, something which is changing the landscape of club football,” he added."
"India level up with England as tempers nearly boil over at Lord’s","India post 387 to match England’s first innings in the third Test but tempers flare before stumps on third day.","Published On 12 Jul 202512 Jul 2025","https://www.aljazeera.com/sports/2025/7/12/india-level-up-with-england-as-tempers-nearly-boil-over-at-lords","sports/","KL Rahul scored a century while Ravindra Jadeja and Rishabh Pant pitched in with crucial fifties as India posted 387, equalling England’s first innings, on a heated third day on and off the field at Lord’s An injury to Shoaib Bashir blunted England’s pace-spin attack strategy when India looked vulnerable with five wickets down after losing Pant and Rahul in quick succession, before Jadeja steadied their innings with his third fifty-plus knock in a row.     England openers Zak Crawley and Ben Duckett, who played a single over from Jasprit Bumrah before stumps, remained unbeaten at 2-0 as the five-match series remains tied as both sides look to go 2-1 up with a win in the third Test. With two overs scheduled to be bowled before stumps, tempers started to flare when Crawley pulled out of his stance four times – and later in the over called for the physio in what would be the only over of England’s second innings. The tourists were irate with Mohammed Siraj displaying a thunderous look, before Bumrah slow handclapped and India skipper Shubman Gill confronted Crawley, pointing a finger in the opener’s face. India started well from an overnight score of 145-3 as left-handed batter Pant, who scored twin centuries in the first test, battled through an injured finger on his left hand as he hooked England captain Stokes for six to bring up his fifty. The 27-year-old survived when an awkward hook on a short ball from Stokes almost got him caught near the fine leg boundary, but a diving Crawley could only lob the ball back inside to prevent a six. But Pant was run out for 74 on the last ball before lunch as he tried to take a quick single after playing Bashir towards cover point, where Stokes made a quick turn to hit the stumps on the non-striker’s end with a swift, direct throw. Opener Rahul was the next to fall, edging Bashir’s flighted ball to Harry Brook in the slip on his very next ball after reaching 100, leaving India on shaky ground at 254-5 under a warm London sun. But Bashir had to leave the ground when he injured a finger on his non-bowling left hand while attempting a low catch from his own delivery as Jadeja shot down the wicket, with commentators saying the 21-year-old might need extra treatment in the evening. Jadeja and Nitish Kumar Reddy, new to the crease, looked unsteady as England’s bowlers piled on the pressure. Mix-ups between the batters put Reddy at risk of getting run out on two occasions, but Ollie Pope’s direct throws missed the target both times. However, as England returned to using two pacers soon after Bashir’s injury, the pair put together a 72-run partnership before Stokes claimed his second wicket of the match, getting Reddy to nick it to keeper Jamie Smith for 30. Jadeja drove Joe Root down long off for four to complete his half-century, while Washington Sundar took a slow, cautious approach on the other end. Their 50-run partnership for the eighth wicket got India within 11 runs of England’s total, before Chris Woakes dismissed Jadeja for 72 as the batter’s attempt to send the ball down fine leg only took a thin edge and landed in Smith’s gloves. Akash Deep, in at number nine, was given out leg before wicket twice by umpire Sharfuddoula Saikat during the same over, but Hawk-Eye showed the ball was missing the stumps when the batter reviewed them, overturning both decisions. But Deep fell soon after to Brydon Carse for seven, with Brook trapping him at third slip with a low dive. Sundar brought the scores level with a flick to the mid-wicket, before Woakes dismissed Jaspreet Bumrah for a duck in the very next ball to bag his third wicket. Jofra Archer got Sundar out for 23 to bring an end to India’s innings, leaving the match finely poised going into the final two days."
"Swiatek wins first Wimbledon title with 6-0, 6-0 demolition of Anisimova","Swiatek, a former world No.1, did not drop a game in the women’s singles final to claim her sixth Grand Slam title.","Published On 12 Jul 202512 Jul 2025","https://www.aljazeera.com/sports/2025/7/12/iga-swiatek-destroys-amanda-anisimova-to-win-first-wimbledon-tennis-title","sports/","Iga Swiatek demolished Amanda Anisimova 6-0, 6-0 in the most one-sided women’s Wimbledon final for 114 years to seal her sixth Grand Slam. The Polish eighth seed, who has now won all six major finals in which she has competed, was in charge from the first point and wrapped up victory in just 57 minutes on Saturday. It is the first time a woman has won a final at Wimbledon without dropping a game since 1911. And Swiatek, 24, is just the second player in the Open era to win a major title without losing a game in the final after Steffi Graf beat Natalia Zvereva at the 1988 French Open. Swiatek, who reached the final of the grass-court tournament at Bad Homburg two weeks ago, has looked increasingly strong while the top seeds tumbled at the All England Club. She lost just one set in her run to the final. But US 13th-seed Anisimova was expected to prove a stern test after ousting world number one Aryna Sabalenka in the semifinals. Anisimova made a nervous start in hot conditions on Centre Court. She was broken in the first game, soon slipping 2-0 behind, and the signs looked ominous. She appeared to have found her feet in her next service game, but the tenacious Swiatek refused to give ground and recovered to move 3-0 ahead when Anisimova double-faulted. At 4-0 down, Anisimova was facing a first-set wipe-out, but she was powerless to halt the rampant Swiatek, who sealed the first set 6-0 in just 25 minutes. The American won just six points on her serve in the first set and committed 14 unforced errors. An increasingly desperate Anisimova could not stem the tide in the second set, double-faulting again in the third game to give her opponent game point and then netting a backhand. The crowd got behind her, but to no avail as Swiatek kept up her level, serving out to win and celebrating before consoling her devastated opponent. The distraught Anisimova left the court briefly before returning for the trophy presentation. Swiatek is Wimbledon’s eighth consecutive first-time women’s champion since Serena Williams won her seventh and final title at the All England Club in 2016."
